PID,NAME,RA,DEC,RA_d,DEC_d,EPOC,STATUS,ADD,mjd,filter,mag lim
HYDRA_D,HYDRA_D_0001,10:33:25,-34:38:06,158.3541667,-34.635,2000,1,1,,,
HYDRA_D,HYDRA_D_0002,10:26:43,-34:37:55,156.6791667,-34.63194444,2000,1,1,,,
HYDRA_D,HYDRA_D_0003,10:33:28,-36:00:19,158.3666667,-36.00527778,2000,1,1,,,
HYDRA_D,HYDRA_D_0004,10:26:40,-36:00:29,156.6666667,-36.00805556,2000,1,1,,,
HYDRA,HYDRA_0001,10:04:04,-22:30:56,151.0166667,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0002,10:10:10,-22:30:56,152.5416667,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0003,10:16:16,-22:30:56,154.0666667,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0004,10:22:22,-22:30:56,155.5916667,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0005,10:28:28,-22:30:56,157.1166667,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0006,10:34:35,-22:30:56,158.6458333,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0007,10:40:41,-22:30:56,160.1708333,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0008,10:46:47,-22:30:56,161.6958333,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0009,10:52:53,-22:30:56,163.2208333,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0010,10:58:59,-22:30:56,164.7458333,-22.51555556,2000,-10,-99,,,
HYDRA,HYDRA_0011,10:03:05,-23:54:31,150.7708333,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0012,10:09:14,-23:54:31,152.3083333,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0013,10:15:23,-23:54:31,153.8458333,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0014,10:21:32,-23:54:31,155.3833333,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0015,10:27:42,-23:54:31,156.925,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0016,10:33:51,-23:54:31,158.4625,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0017,10:40:00,-23:54:31,160,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0018,10:46:09,-23:54:31,161.5375,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0019,10:52:18,-23:54:31,163.075,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0020,10:58:28,-23:54:31,164.6166667,-23.90861111,2000,1,1,,,
HYDRA,HYDRA_0021,10:04:41,-25:18:01,151.1708333,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0022,10:10:55,-25:18:01,152.7291667,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0023,10:17:09,-25:18:01,154.2875,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0024,10:23:23,-25:18:01,155.8458333,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0025,10:29:37,-25:18:01,157.4041667,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0026,10:35:51,-25:18:01,158.9625,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0027,10:42:05,-25:18:01,160.5208333,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0028,10:48:19,-25:18:01,162.0791667,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0029,10:54:33,-25:18:01,163.6375,-25.30027778,2000,1,1,,,
HYDRA,HYDRA_0030,10:00:00,-26:41:23,150,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0031,10:06:19,-26:41:23,151.5791667,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0032,10:12:38,-26:41:23,153.1583333,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0033,10:18:57,-26:41:23,154.7375,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0034,10:25:16,-26:41:23,156.3166667,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0035,10:31:35,-26:41:23,157.8958333,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0036,10:37:54,-26:41:23,159.475,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0037,10:44:13,-26:41:23,161.0541667,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0038,10:50:32,-26:41:23,162.6333333,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0039,10:56:51,-26:41:23,164.2125,-26.68972222,2000,1,1,,,
HYDRA,HYDRA_0040,10:05:19,-28:04:38,151.3291667,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0041,10:11:41,-28:04:38,152.9208333,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0042,10:18:03,-28:04:38,154.5125,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0043,10:24:25,-28:04:38,156.1041667,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0044,10:30:48,-28:04:38,157.7,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0045,10:37:10,-28:04:38,159.2916667,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0046,10:43:32,-28:04:38,160.8833333,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0047,10:49:55,-28:04:38,162.4791667,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0048,10:56:17,-28:04:38,164.0708333,-28.07722222,2000,1,1,,,
HYDRA,HYDRA_0049,10:00:32,-29:27:47,150.1333333,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0050,10:07:00,-29:27:47,151.75,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0051,10:13:27,-29:27:47,153.3625,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0052,10:19:55,-29:27:47,154.9791667,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0053,10:26:22,-29:27:47,156.5916667,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0054,10:32:50,-29:27:47,158.2083333,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0055,10:39:17,-29:27:47,159.8208333,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0056,10:45:44,-29:27:47,161.4333333,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0057,10:52:12,-29:27:47,163.05,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0058,10:58:39,-29:27:47,164.6625,-29.46305556,2000,1,1,,,
HYDRA,HYDRA_0059,10:02:11,-30:50:50,150.5458333,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0060,10:08:44,-30:50:50,152.1833333,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0061,10:15:16,-30:50:50,153.8166667,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0062,10:21:49,-30:50:50,155.4541667,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0063,10:28:22,-30:50:50,157.0916667,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0064,10:34:55,-30:50:50,158.7291667,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0065,10:41:27,-30:50:50,160.3625,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0066,10:48:00,-30:50:50,162,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0067,10:54:33,-30:50:50,163.6375,-30.84722222,2000,1,1,,,
HYDRA,HYDRA_0068,10:03:52,-32:13:45,150.9666667,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0069,10:10:30,-32:13:45,152.625,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0070,10:17:09,-32:13:45,154.2875,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0071,10:23:47,-32:13:45,155.9458333,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0072,10:30:25,-32:13:45,157.6041667,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0073,10:37:03,-32:13:45,159.2625,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0074,10:43:41,-32:13:45,160.9208333,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0075,10:50:19,-32:13:45,162.5791667,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0076,10:56:58,-32:13:45,164.2416667,-32.22916667,2000,1,1,,,
HYDRA,HYDRA_0077,10:01:41,-33:36:33,150.4208333,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0078,10:08:27,-33:36:33,152.1125,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0079,10:15:13,-33:36:33,153.8041667,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0080,10:21:58,-33:36:33,155.4916667,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0081,10:28:44,-33:36:33,157.1833333,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0082,10:35:30,-33:36:33,158.875,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0083,10:42:15,-33:36:33,160.5625,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0084,10:49:01,-33:36:33,162.2541667,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0085,10:55:46,-33:36:33,163.9416667,-33.60916667,2000,1,1,,,
HYDRA,HYDRA_0086,10:03:26,-34:59:12,150.8583333,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0087,10:10:17,-34:59:12,152.5708333,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0088,10:17:09,-34:59:12,154.2875,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0089,10:24:00,-34:59:12,156,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0090,10:30:51,-34:59:12,157.7125,-34.98666667,2000,-10,-99,,,
HYDRA,HYDRA_0091,10:37:43,-34:59:12,159.4291667,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0092,10:44:34,-34:59:12,161.1416667,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0093,10:51:26,-34:59:12,162.8583333,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0094,10:58:17,-34:59:12,164.5708333,-34.98666667,2000,1,1,,,
HYDRA,HYDRA_0095,10:05:13,-36:21:45,151.3041667,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0096,10:12:10,-36:21:45,153.0416667,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0097,10:19:08,-36:21:45,154.7833333,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0098,10:26:05,-36:21:45,156.5208333,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0099,10:33:03,-36:21:45,158.2625,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0100,10:40:00,-36:21:45,160,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0101,10:46:57,-36:21:45,161.7375,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0102,10:53:55,-36:21:45,163.4791667,-36.3625,2000,1,1,,,
HYDRA,HYDRA_0103,10:02:57,-37:44:10,150.7375,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0104,10:10:03,-37:44:10,152.5125,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0105,10:17:09,-37:44:10,154.2875,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0106,10:24:14,-37:44:10,156.0583333,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0107,10:31:20,-37:44:10,157.8333333,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0108,10:38:25,-37:44:10,159.6041667,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0109,10:45:31,-37:44:10,161.3791667,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0110,10:52:37,-37:44:10,163.1541667,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0111,10:59:42,-37:44:10,164.925,-37.73611111,2000,1,1,,,
HYDRA,HYDRA_0112,10:00:36,-39:06:26,150.15,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0113,10:07:50,-39:06:26,151.9583333,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0114,10:15:05,-39:06:26,153.7708333,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0115,10:22:19,-39:06:26,155.5791667,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0116,10:29:33,-39:06:26,157.3875,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0117,10:36:47,-39:06:26,159.1958333,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0118,10:44:01,-39:06:26,161.0041667,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0119,10:51:15,-39:06:26,162.8125,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0120,10:58:30,-39:06:26,164.625,-39.10722222,2000,1,1,,,
HYDRA,HYDRA_0121,10:05:32,-40:28:34,151.3833333,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0122,10:12:55,-40:28:34,153.2291667,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0123,10:20:18,-40:28:34,155.075,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0124,10:27:42,-40:28:34,156.925,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0125,10:35:05,-40:28:34,158.7708333,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0126,10:42:28,-40:28:34,160.6166667,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0127,10:49:51,-40:28:34,162.4625,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0128,10:57:14,-40:28:34,164.3083333,-40.47611111,2000,1,1,,,
HYDRA,HYDRA_0129,10:03:08,-41:50:32,150.7833333,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0130,10:10:41,-41:50:32,152.6708333,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0131,10:18:13,-41:50:32,154.5541667,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0132,10:25:46,-41:50:32,156.4416667,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0133,10:33:18,-41:50:32,158.325,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0134,10:40:50,-41:50:32,160.2083333,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0135,10:48:23,-41:50:32,162.0958333,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0136,10:55:55,-41:50:32,163.9791667,-41.84222222,2000,1,1,,,
HYDRA,HYDRA_0137,10:00:39,-43:12:21,150.1625,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0138,10:08:21,-43:12:21,152.0875,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0139,10:16:03,-43:12:21,154.0125,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0140,10:23:45,-43:12:21,155.9375,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0141,10:31:27,-43:12:21,157.8625,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0142,10:39:09,-43:12:21,159.7875,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0143,10:46:51,-43:12:21,161.7125,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0144,10:54:33,-43:12:21,163.6375,-43.20583333,2000,1,1,,,
HYDRA,HYDRA_0145,10:05:54,-44:34:01,151.475,-44.56694444,2000,1,1,,,
HYDRA,HYDRA_0146,10:13:46,-44:34:01,153.4416667,-44.56694444,2000,1,1,,,
HYDRA,HYDRA_0147,10:21:38,-44:34:01,155.4083333,-44.56694444,2000,1,1,,,
HYDRA,HYDRA_0148,10:29:30,-44:34:01,157.375,-44.56694444,2000,1,1,,,
HYDRA,HYDRA_0149,10:37:23,-44:34:01,159.3458333,-44.56694444,2000,1,1,,,
HYDRA,HYDRA_0150,10:45:15,-44:34:01,161.3125,-44.56694444,2000,1,1,,,
HYDRA,HYDRA_0151,10:53:07,-44:34:01,163.2791667,-44.56694444,2000,1,1,,,
HYDRA,HYDRA_0152,10:03:21,-45:55:31,150.8375,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0153,10:11:24,-45:55:31,152.85,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0154,10:19:26,-45:55:31,154.8583333,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0155,10:27:29,-45:55:31,156.8708333,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0156,10:35:32,-45:55:31,158.8833333,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0157,10:43:35,-45:55:31,160.8958333,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0158,10:51:37,-45:55:31,162.9041667,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0159,10:59:40,-45:55:31,164.9166667,-45.92527778,2000,1,1,,,
HYDRA,HYDRA_0160,10:00:41,-47:16:52,150.1708333,-47.28111111,2000,1,1,,,
HYDRA,HYDRA_0161,10:08:55,-47:16:52,152.2291667,-47.28111111,2000,1,1,,,
HYDRA,HYDRA_0162,10:17:09,-47:16:52,154.2875,-47.28111111,2000,1,1,,,
HYDRA,HYDRA_0163,10:25:22,-47:16:52,156.3416667,-47.28111111,2000,1,1,,,
HYDRA,HYDRA_0164,10:33:36,-47:16:52,158.4,-47.28111111,2000,1,1,,,
HYDRA,HYDRA_0165,10:41:50,-47:16:52,160.4583333,-47.28111111,2000,1,1,,,
HYDRA,HYDRA_0166,10:50:03,-47:16:52,162.5125,-47.28111111,2000,1,1,,,
HYDRA,HYDRA_0167,10:58:17,-47:16:52,164.5708333,-47.28111111,2000,1,1,,,
MC,MC0001,4:30:46,-63:16:04,67.69166667,-63.26777778,2000,1,1,,,
MC,MC0002,4:43:05,-63:16:04,70.77083333,-63.26777778,2000,1,1,,,
MC,MC0003,4:55:23,-63:16:04,73.84583333,-63.26777778,2000,5,1,,,
MC,MC0004,5:07:42,-63:16:04,76.925,-63.26777778,2000,1,1,,,
MC,MC0005,5:20:00,-63:16:04,80,-63.26777778,2000,1,1,,,
MC,MC0006,5:32:18,-63:16:04,83.075,-63.26777778,2000,1,1,,,
MC,MC0007,5:44:37,-63:16:04,86.15416667,-63.26777778,2000,1,1,,,
MC,MC0008,5:56:55,-63:16:04,89.22916667,-63.26777778,2000,1,1,,,
MC,MC0009,6:09:14,-63:16:04,92.30833333,-63.26777778,2000,1,1,,,
MC,MC0010,6:21:32,-63:16:04,95.38333333,-63.26777778,2000,1,1,,,
MC,MC0011,4:30:00,-64:34:07,67.5,-64.56861111,2000,1,1,,,
MC,MC0012,4:42:51,-64:34:07,70.7125,-64.56861111,2000,1,1,,,
MC,MC0013,4:55:43,-64:34:07,73.92916667,-64.56861111,2000,1,1,,,
MC,MC0014,5:08:34,-64:34:07,77.14166667,-64.56861111,2000,1,1,,,
MC,MC0015,5:21:26,-64:34:07,80.35833333,-64.56861111,2000,1,1,,,
MC,MC0016,5:34:17,-64:34:07,83.57083333,-64.56861111,2000,1,1,,,
MC,MC0017,5:47:09,-64:34:07,86.7875,-64.56861111,2000,1,1,,,
MC,MC0018,6:00:00,-64:34:07,90,-64.56861111,2000,1,1,,,
MC,MC0019,6:12:51,-64:34:07,93.2125,-64.56861111,2000,1,1,,,
MC,MC0020,6:25:43,-64:34:07,96.42916667,-64.56861111,2000,1,1,,,
MC,MC0021,4:42:37,-65:51:48,70.65416667,-65.86333333,2000,1,1,,,
MC,MC0022,4:56:04,-65:51:48,74.01666667,-65.86333333,2000,1,1,,,
MC,MC0023,5:09:32,-65:51:48,77.38333333,-65.86333333,2000,1,1,,,
MC,MC0024,5:22:59,-65:51:48,80.74583333,-65.86333333,2000,1,1,,,
MC,MC0025,5:36:27,-65:51:48,84.1125,-65.86333333,2000,1,1,,,
MC,MC0026,5:49:54,-65:51:48,87.475,-65.86333333,2000,1,1,,,
MC,MC0027,6:03:22,-65:51:48,90.84166667,-65.86333333,2000,1,1,,,
MC,MC0028,6:16:49,-65:51:48,94.20416667,-65.86333333,2000,1,1,,,
MC,MC0029,4:42:21,-67:09:05,70.5875,-67.15138889,2000,1,1,,,
MC,MC0030,4:56:28,-67:09:05,74.11666667,-67.15138889,2000,1,-3,,,
MC,MC0031,5:10:35,-67:09:05,77.64583333,-67.15138889,2000,1,1,,,
MC,MC0032,5:24:42,-67:09:05,81.175,-67.15138889,2000,1,1,,,
MC,MC0033,5:38:49,-67:09:05,84.70416667,-67.15138889,2000,1,1,,,
MC,MC0034,5:52:56,-67:09:05,88.23333333,-67.15138889,2000,1,1,,,
MC,MC0035,6:07:04,-67:09:05,91.76666667,-67.15138889,2000,1,1,,,
MC,MC0036,6:21:11,-67:09:05,95.29583333,-67.15138889,2000,1,1,,,
MC,MC0037,4:42:04,-68:25:56,70.51666667,-68.43222222,2000,1,1,,,
MC,MC0038,4:56:54,-68:25:56,74.225,-68.43222222,2000,1,1,,,
MC,MC0039,5:11:45,-68:25:56,77.9375,-68.43222222,2000,1,1,,,
MC,MC0040,5:26:36,-68:25:56,81.65,-68.43222222,2000,1,1,,,
MC,MC0041,5:41:27,-68:25:56,85.3625,-68.43222222,2000,1,1,,,
MC,MC0042,5:56:17,-68:25:56,89.07083333,-68.43222222,2000,1,1,,,
MC,MC0043,6:11:08,-68:25:56,92.78333333,-68.43222222,2000,1,1,,,
MC,MC0044,6:25:59,-68:25:56,96.49583333,-68.43222222,2000,1,1,,,
MC,MC0045,0:15:49,-69:42:20,3.954166667,-69.70555556,2000,1,1,,,
MC,MC0046,0:31:39,-69:42:20,7.9125,-69.70555556,2000,1,1,,,
MC,MC0047,0:47:28,-69:42:20,11.86666667,-69.70555556,2000,1,1,,,
MC,MC0048,1:03:18,-69:42:20,15.825,-69.70555556,2000,1,1,,,
MC,MC0049,1:19:07,-69:42:20,19.77916667,-69.70555556,2000,1,1,,,
MC,MC0050,1:34:57,-69:42:20,23.7375,-69.70555556,2000,1,1,,,
MC,MC0051,1:50:46,-69:42:20,27.69166667,-69.70555556,2000,1,1,,,
MC,MC0052,2:06:36,-69:42:20,31.65,-69.70555556,2000,1,1,,,
MC,MC0053,2:22:25,-69:42:20,35.60416667,-69.70555556,2000,1,1,,,
MC,MC0054,2:38:15,-69:42:20,39.5625,-69.70555556,2000,1,1,,,
MC,MC0055,2:54:04,-69:42:20,43.51666667,-69.70555556,2000,1,1,,,
MC,MC0056,3:09:53,-69:42:20,47.47083333,-69.70555556,2000,1,1,,,
MC,MC0057,3:25:43,-69:42:20,51.42916667,-69.70555556,2000,1,1,,,
MC,MC0058,3:41:32,-69:42:20,55.38333333,-69.70555556,2000,5,1,,,
MC,MC0059,3:57:22,-69:42:20,59.34166667,-69.70555556,2000,1,1,,,
MC,MC0060,4:13:11,-69:42:20,63.29583333,-69.70555556,2000,1,1,,,
MC,MC0061,4:29:01,-69:42:20,67.25416667,-69.70555556,2000,1,1,,,
MC,MC0062,4:44:50,-69:42:20,71.20833333,-69.70555556,2000,1,1,,,
MC,MC0063,5:00:40,-69:42:20,75.16666667,-69.70555556,2000,1,1,,,
MC,MC0064,5:16:29,-69:42:20,79.12083333,-69.70555556,2000,1,1,,,
MC,MC0065,5:32:18,-69:42:20,83.075,-69.70555556,2000,1,1,,,
MC,MC0066,5:48:08,-69:42:20,87.03333333,-69.70555556,2000,1,1,,,
MC,MC0067,6:03:57,-69:42:20,90.9875,-69.70555556,2000,1,1,,,
MC,MC0068,6:19:47,-69:42:20,94.94583333,-69.70555556,2000,1,1,,,
MC,MC0069,0:16:45,-70:58:02,4.1875,-70.96722222,2000,1,1,,,
MC,MC0070,0:33:29,-70:58:02,8.370833333,-70.96722222,2000,1,1,,,
MC,MC0071,0:50:14,-70:58:02,12.55833333,-70.96722222,2000,1,1,,,
MC,MC0072,1:06:59,-70:58:02,16.74583333,-70.96722222,2000,1,1,,,
MC,MC0073,1:23:43,-70:58:02,20.92916667,-70.96722222,2000,1,1,,,
MC,MC0074,1:40:28,-70:58:02,25.11666667,-70.96722222,2000,1,1,,,
MC,MC0075,1:57:13,-70:58:02,29.30416667,-70.96722222,2000,1,1,,,
MC,MC0076,2:13:57,-70:58:02,33.4875,-70.96722222,2000,1,1,,,
MC,MC0077,2:30:42,-70:58:02,37.675,-70.96722222,2000,1,1,,,
MC,MC0078,2:47:27,-70:58:02,41.8625,-70.96722222,2000,1,1,,,
MC,MC0079,3:04:11,-70:58:02,46.04583333,-70.96722222,2000,1,1,,,
MC,MC0080,3:20:56,-70:58:02,50.23333333,-70.96722222,2000,1,1,,,
MC,MC0081,3:37:40,-70:58:02,54.41666667,-70.96722222,2000,1,1,,,
MC,MC0082,3:54:25,-70:58:02,58.60416667,-70.96722222,2000,1,1,,,
MC,MC0083,4:11:10,-70:58:02,62.79166667,-70.96722222,2000,1,1,,,
MC,MC0084,4:27:54,-70:58:02,66.975,-70.96722222,2000,1,1,,,
MC,MC0085,4:44:39,-70:58:02,71.1625,-70.96722222,2000,1,1,,,
MC,MC0086,5:01:24,-70:58:02,75.35,-70.96722222,2000,1,1,,,
MC,MC0087,5:18:08,-70:58:02,79.53333333,-70.96722222,2000,1,1,,,
MC,MC0088,5:34:53,-70:58:02,83.72083333,-70.96722222,2000,1,1,,,
MC,MC0089,5:51:38,-70:58:02,87.90833333,-70.96722222,2000,1,1,,,
MC,MC0090,6:08:22,-70:58:02,92.09166667,-70.96722222,2000,1,1,,,
MC,MC0091,6:25:07,-70:58:02,96.27916667,-70.96722222,2000,1,1,,,
MC,MC0092,0:17:47,-72:13:10,4.445833333,-72.21944444,2000,1,1,,,
MC,MC0093,0:35:33,-72:13:10,8.8875,-72.21944444,2000,1,1,,,
MC,MC0094,0:53:20,-72:13:10,13.33333333,-72.21944444,2000,1,1,,,
MC,MC0095,1:11:07,-72:13:10,17.77916667,-72.21944444,2000,1,1,,,
MC,MC0096,1:28:53,-72:13:10,22.22083333,-72.21944444,2000,1,1,,,
MC,MC0097,1:46:40,-72:13:10,26.66666667,-72.21944444,2000,1,1,,,
MC,MC0098,2:04:27,-72:13:10,31.1125,-72.21944444,2000,1,1,,,
MC,MC0099,2:22:13,-72:13:10,35.55416667,-72.21944444,2000,1,1,,,
MC,MC0100,2:40:00,-72:13:10,40,-72.21944444,2000,1,1,,,
MC,MC0101,2:57:47,-72:13:10,44.44583333,-72.21944444,2000,1,1,,,
MC,MC0102,3:15:33,-72:13:10,48.8875,-72.21944444,2000,1,1,,,
MC,MC0103,3:33:20,-72:13:10,53.33333333,-72.21944444,2000,1,1,,,
MC,MC0104,3:51:07,-72:13:10,57.77916667,-72.21944444,2000,1,1,,,
MC,MC0105,4:08:53,-72:13:10,62.22083333,-72.21944444,2000,1,1,,,
MC,MC0106,4:26:40,-72:13:10,66.66666667,-72.21944444,2000,1,1,,,
MC,MC0107,4:44:27,-72:13:10,71.1125,-72.21944444,2000,1,1,,,
MC,MC0108,5:02:13,-72:13:10,75.55416667,-72.21944444,2000,1,1,,,
MC,MC0109,5:20:00,-72:13:10,80,-72.21944444,2000,1,1,,,
MC,MC0110,5:37:47,-72:13:10,84.44583333,-72.21944444,2000,1,1,,,
MC,MC0111,5:55:33,-72:13:10,88.8875,-72.21944444,2000,1,1,,,
MC,MC0112,6:13:20,-72:13:10,93.33333333,-72.21944444,2000,1,1,,,
MC,MC0113,0:18:57,-73:27:42,4.7375,-73.46166667,2000,1,1,,,
MC,MC0114,0:37:54,-73:27:42,9.475,-73.46166667,2000,1,1,,,
MC,MC0115,0:56:51,-73:27:42,14.2125,-73.46166667,2000,1,1,,,
MC,MC0116,1:15:47,-73:27:42,18.94583333,-73.46166667,2000,1,1,,,
MC,MC0117,1:34:44,-73:27:42,23.68333333,-73.46166667,2000,1,1,,,
MC,MC0118,1:53:41,-73:27:42,28.42083333,-73.46166667,2000,1,1,,,
MC,MC0119,2:12:38,-73:27:42,33.15833333,-73.46166667,2000,1,1,,,
MC,MC0120,2:31:35,-73:27:42,37.89583333,-73.46166667,2000,1,1,,,
MC,MC0121,2:50:32,-73:27:42,42.63333333,-73.46166667,2000,1,1,,,
